run,block,trigger,start_s,end_s,allowed,match
2,1,81,NaN,NaN,1,MISSING
2,1,25,209.483000,209.484000,1,1
2,1,81,212.135000,212.137000,1,1
2,1,20,212.785000,212.787000,1,1
2,1,81,215.437000,215.439000,1,1
2,1,22,216.088000,216.090000,1,1
2,1,81,218.740000,218.742000,1,1
2,1,5,219.382000,219.384000,1,1
2,1,81,222.035000,222.037000,1,1
2,1,36,222.685000,222.687000,1,1
2,1,81,225.337000,225.339000,1,1
2,1,34,225.996000,225.998000,1,1
2,1,81,228.649000,228.651000,1,1
2,1,14,229.307000,229.309000,1,1
2,1,81,231.960000,231.962000,1,1
2,1,30,232.610000,232.612000,1,1
2,1,81,235.262000,235.264000,1,1
2,1,38,235.913000,235.915000,1,1
2,1,150,238.374000,238.376000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,28,241.051000,241.053000,1,1
2,1,81,243.703000,243.705000,1,1
2,1,6,244.337000,244.339000,1,1
2,1,150,246.231000,246.233000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,30,248.907000,248.909000,1,1
2,1,81,251.559000,251.561000,1,1
2,1,11,252.218000,252.220000,1,1
2,1,81,254.870000,254.872000,1,1
2,1,25,255.529000,255.531000,1,1
2,1,81,258.182000,258.184000,1,1
2,1,15,258.832000,258.834000,1,1
2,1,81,261.484000,261.486000,1,1
2,1,26,262.135000,262.137000,1,1
2,1,150,262.895000,262.897000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,19,265.579000,265.581000,1,1
2,1,150,266.189000,266.191000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,11,268.874000,268.876000,1,1
2,1,81,271.526000,271.528000,1,1
2,1,37,272.185000,272.187000,1,1
2,1,150,273.395000,273.397000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,33,276.080000,276.082000,1,1
2,1,150,278.074000,278.076000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,102,280.759000,280.761000,1,1
2,1,100,281.226000,281.228000,1,1
2,1,201,281.686000,281.688000,1,0
2,1,150,282.686000,282.688000,1,NaN
2,1,101,NaN,NaN,1,MISSING
2,1,103,NaN,NaN,1,MISSING
2,1,24,285.371000,285.373000,1,1
2,1,150,286.264000,286.266000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,39,288.949000,288.951000,1,1
2,1,81,291.601000,291.603000,1,1
2,1,1,292.252000,292.254000,1,1
2,1,150,293.395000,293.397000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,13,296.080000,296.082000,1,1
2,1,81,298.732000,298.734000,1,1
2,1,27,299.374000,299.376000,1,1
2,1,81,302.027000,302.029000,1,1
2,1,36,302.686000,302.687000,1,1
2,1,150,303.462000,303.464000,1,NaN
2,1,81,NaN,NaN,1,MISSING
2,1,39,306.147000,306.149000,1,1
2,1,81,308.799000,308.801000,1,1
2,1,2,309.446000,309.448000,1,0
2,2,53,NaN,NaN,1,MISSING
2,2,81,312.110000,312.112000,1,1
2,2,17,312.756000,312.758000,1,0
2,2,66,NaN,NaN,1,MISSING
2,2,81,315.413000,315.415000,1,1
2,2,31,316.054000,316.056000,1,0
2,2,60,NaN,NaN,1,MISSING
2,2,81,318.716000,318.718000,1,1
2,2,1,319.360000,319.362000,1,0
2,2,66,NaN,NaN,1,MISSING
2,2,81,322.018000,322.020000,1,1
2,2,59,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,70,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,322.666000,322.668000,1,1
2,2,100,322.994000,322.996000,1,1
2,2,201,323.471000,323.473000,1,0
2,2,101,NaN,NaN,1,MISSING
2,2,103,325.329000,325.331000,1,1
2,2,23,325.980000,325.982000,1,0
2,2,51,NaN,NaN,1,MISSING
2,2,81,328.641000,328.643000,1,1
2,2,18,329.287000,329.289000,1,0
2,2,61,NaN,NaN,1,MISSING
2,2,81,331.952000,331.954000,1,1
2,2,21,332.598000,332.600000,1,0
2,2,42,NaN,NaN,1,MISSING
2,2,81,335.254000,335.256000,1,1
2,2,33,335.900000,335.902000,1,0
2,2,102,NaN,NaN,1,MISSING
2,2,100,NaN,NaN,1,MISSING
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,102,NaN,NaN,1,MISSING
2,2,100,NaN,NaN,1,MISSING
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,80,NaN,NaN,1,MISSING
2,2,81,338.557000,338.559000,1,1
2,2,32,339.203000,339.205000,1,0
2,2,57,NaN,NaN,1,MISSING
2,2,81,341.860000,341.862000,1,1
2,2,12,342.508000,342.510000,1,0
2,2,75,NaN,NaN,1,MISSING
2,2,81,345.171000,345.173000,1,1
2,2,51,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,56,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,345.822000,345.824000,1,1
2,2,100,346.581000,346.583000,1,1
2,2,201,347.090000,347.092000,1,0
2,2,150,348.074000,348.076000,1,NaN
2,2,6,350.727000,350.729000,1,0
2,2,150,352.462000,352.464000,1,NaN
2,2,38,355.140000,355.142000,1,0
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,79,NaN,NaN,1,MISSING
2,2,81,357.798000,357.800000,1,1
2,2,6,358.446000,358.448000,1,0
2,2,41,NaN,NaN,1,MISSING
2,2,81,361.109000,361.111000,1,1
2,2,26,361.760000,361.762000,1,0
2,2,67,NaN,NaN,1,MISSING
2,2,81,364.421000,364.422000,1,1
2,2,19,365.071000,365.073000,1,0
2,2,150,367.374000,367.376000,1,NaN
2,2,37,370.041000,370.043000,1,0
2,2,55,NaN,NaN,1,MISSING
2,2,81,372.702000,372.704000,1,1
2,2,33,373.354000,373.356000,1,0
2,2,150,373.905000,373.907000,1,NaN
2,2,70,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,72,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,45,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,59,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,49,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,57,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,72,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,50,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,58,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,41,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,376.688000,376.690000,1,1
2,2,100,377.165000,377.166000,1,1
2,2,201,377.641000,377.643000,1,0
2,2,101,NaN,NaN,1,MISSING
2,2,103,379.350000,379.352000,1,1
